,id,png,Dice_score,True_Positive,True_Negative,False_Negative,False_Positive,Precision,Recall,Specificity,Overall Accuracy,IoU
0,0,KBY15_IMG_29925-23256.png,0.9356691,6516,58124,121,775,0.8937046,0.98176885,0.98684186,0.9863281,0.8791149
1,1,KBY15_IMG_3078-14535.png,0.8425176,4839,58888,351,1458,0.76846117,0.93236995,0.9758393,0.97239685,0.7278881
2,2,KBY15_IMG_11286-9747.png,0.9577077,4178,60989,191,178,0.95913684,0.9562829,0.9970899,0.9943695,0.9188476
3,3,KBY15_IMG_3933-13509.png,0.9065097,3927,60799,108,702,0.84834737,0.9732342,0.98858553,0.9876404,0.8290057
4,4,KBY15_IMG_19836-15732.png,0.93435,6739,57850,194,753,0.8994928,0.9720179,0.98715085,0.9855499,0.876789
5,5,KBY15_IMG_30780-24282.png,0.93475795,2056,63193,29,258,0.88850474,0.98609114,0.9959339,0.9956207,0.87750745
6,6,KBY15_IMG_4104-13167.png,0.94012094,7230,57385,50,871,0.8924824,0.9931319,0.9850488,0.98594666,0.8870077
7,7,KBY15_IMG_7182-9918.png,0.91257095,5626,58832,20,1058,0.8417115,0.9964577,0.98233426,0.983551,0.8392005
8,8,KBY15_IMG_7524-9405.png,0.9564516,593,64889,17,37,0.9412698,0.97213113,0.9994301,0.999176,0.9165379
9,9,KBY15_IMG_9747-4104.png,0.90929455,2030,63101,8,397,0.8364236,0.99607456,0.99374783,0.9938202,0.83367556
10,10,KBY15_IMG_29583-12483.png,0.90888023,3137,61770,550,79,0.9754353,0.8508272,0.9987227,0.9904022,0.83297926
11,11,KBY15_IMG_12825-7695.png,0.94102263,6837,57842,527,330,0.95395565,0.9284356,0.9943272,0.9869232,0.8886145
12,12,KBY15_IMG_14877-22743.png,0.5739437,1141,62701,1334,360,0.7601599,0.4610101,0.99429125,0.9741516,0.40246913
13,13,KBY15_IMG_14193-3249.png,0.71717167,71,65409,53,3,0.9594595,0.57258064,0.99995416,0.9991455,0.5590551
14,14,KBY15_IMG_20178-22914.png,0.95728326,4919,60178,197,242,0.95310986,0.9614934,0.9959947,0.9933014,0.91806644
15,15,KBY15_IMG_8037-16416.png,0.889266,1048,64227,234,27,0.97488374,0.8174727,0.9995798,0.99601746,0.80061114
16,16,KBY15_IMG_19836-15903.png,0.925977,1007,64368,58,103,0.9072072,0.9455399,0.99840236,0.99754333,0.8621575
17,17,KBY15_IMG_23256-18810.png,0.91829175,4709,59989,60,778,0.8582103,0.9874188,0.987197,0.98721313,0.8489273
18,18,KBY15_IMG_20520-23085.png,0.8681592,3141,61441,25,929,0.7717445,0.9921036,0.98510504,0.9854431,0.767033
19,19,KBY15_IMG_12483-21717.png,0.8804071,519,64876,117,24,0.9558011,0.8160377,0.9996302,0.9978485,0.78636366
20,20,KBY15_IMG_10602-3762.png,0.874671,4320,59978,5,1233,0.77795786,0.9988439,0.97985655,0.9811096,0.777258
21,21,KBY15_IMG_32661-24282.png,0.9415835,12113,51920,333,1170,0.9119175,0.9732444,0.97796196,0.97706604,0.8896152
22,22,KBY15_IMG_30096-12654.png,0.774019,858,64177,4,497,0.63321036,0.9953596,0.9923153,0.99235535,0.6313466
23,23,KBY15_IMG_27702-27189.png,0.95836556,8655,56129,364,388,0.9570939,0.95964074,0.9931348,0.9885254,0.9200595
24,24,KBY15_IMG_28557-24111.png,0.93009114,1989,63248,12,287,0.8739016,0.994003,0.9954828,0.9954376,0.8693182
25,25,KBY15_IMG_13509-22401.png,0.9166875,7339,56863,330,1004,0.8796596,0.9569696,0.98264986,0.9796448,0.8461893
26,26,KBY15_IMG_7011-10431.png,0.9352997,9418,54815,715,588,0.94123524,0.9294385,0.98938686,0.9801178,0.87846285
27,27,KBY15_IMG_14535-22914.png,0.8714087,5960,57817,1337,422,0.9338765,0.816774,0.992754,0.9731598,0.7721207
28,28,KBY15_IMG_7524-17271.png,0.9531933,4470,60627,214,225,0.9520767,0.95431256,0.9963025,0.9933014,0.9105724
29,29,KBY15_IMG_7695-15903.png,0.9394285,6165,58576,350,445,0.93267775,0.9462778,0.9924603,0.98786926,0.88577586
